Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Vision Genomics,https://www.crunchbase.com/organization/vision-genomics,"Biotechnology, Genetics, Machine Learning","Washington, District of Columbia, United States","Vision genomics, LLC is a biotechnology company that focuses on research and development of therapeutics for age-related eye diseases.",info@visiongenomics.com,(202)806-9780,http://www.visiongenomics.com,For Profit,1,Seed,,2015-04-15,Seed,,"Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Private
UroTec,https://www.crunchbase.com/organization/urotec,Biotechnology,"Dresden, Sachsen, Germany","UroTec GmbH is a tissue engineering company, focusing on the reconstruction of lower urinary tract organs.",info@urotec.de,49-351-438-32-999,http://www.urotec.de,For Profit,1,M&A,,2008-03-26,Seed,,"Biotechnology, Science and Engineering",Private
Pharvaris ,https://www.crunchbase.com/organization/pharvaris,"Biotechnology, Life Science, Pharmaceutical","Leiden, Zuid-Holland, The Netherlands",Pharvaris is a preclinical stage company focused on bringing an oral bradykinin B2 receptor antagonist to patients.,info@pharvaris.com,,https://pharvaris.com/,,1,Seed,,2016-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
EpiGene,https://www.crunchbase.com/organization/epigene,"Biotechnology, Health Diagnostics","Novosibirsk, Russian Federation, Europe",Epigenetic tests for early oncodiagnostics,info@epigene.ru,,http://www.epigene.ru/,,2,Seed,,2016-12-07,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Cysal GmbH,https://www.crunchbase.com/organization/cysal-gmbh-2,"Biotechnology, Information Technology, Pharmaceutical","Münster, Nordrhein-Westfalen, Germany",Cysal is a biotechnology company that develops novel fermentation technologies and products for its clients.,info@cysal.de,49 251 833 6370,http://www.cysal.de/,For Profit,1,Seed,,2012-11-08,Seed,,"Biotechnology, Health Care, Information Technology, Science and Engineering",Private
GeneGrafts,https://www.crunchbase.com/organization/genegrafts,"Biotechnology, Health Care, Medical","Haifa, Hefa, Israel",Cell therapy for modulating excitable tissues,feld@genegrafts.com,972577961933,http://www.genegrafts.com/,For Profit,1,Seed,"$800,000",2003-12-17,Seed,"$800,000","Biotechnology, Health Care, Science and Engineering",Private
Bio Med Sciences,https://www.crunchbase.com/organization/bio-med-sciences,Biotechnology,"Allentown, Pennsylvania, United States","Bio Med Sciences has delivered leading technology to the burn treatment, plastic surgery and aesthetic skin care markets.",,,http://www.silon.com/,For Profit,1,Seed,,2016-09-15,Seed,,"Biotechnology, Science and Engineering",Private
RioGin,https://www.crunchbase.com/organization/riogin,"Biotechnology, Collaboration, Therapeutics","Charlottesville, Virginia, United States","RioGin is an early stage biotechnology company, based in Charlottesville VA, born from a collaboration between Geysen Enterprises.",info@riogin.com,(540) 705-7738,http://riogin.com/,For Profit,1,Seed,,2014-04-08,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Strain Merchant,https://www.crunchbase.com/organization/strain-merchant,"Biotechnology, Medical","Miami, Florida, United States",Digital Resource for Cannabis Industry,info@strainmerchant.com,,http://strainmerchant.com,For Profit,1,Seed,,2015-06-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
VivaBioCell,https://www.crunchbase.com/organization/vivabiocell,Biotechnology,"Itá, Santa Catarina, Brazil",VivaBioCell develops products based on cell culture and tissue engineering for the diagnosis of autoimmune diseases.,,39 04 32 55 92 01,http://www.vivabiocell.it,,1,M&A,"€440,000",2007-07-12,Seed,"€440,000","Biotechnology, Science and Engineering",Private
Equigerminal,https://www.crunchbase.com/organization/equigerminal,"Biotechnology, Therapeutics, Veterinary","Cantanhede, Coimbra, Portugal",Equigerminal is a Portugal-based veterinary company that develops and produces antiviruses and biotechnology products.,geral@equigerminal.pt,+351 231 410 965,http://www.equigerminal.org,,1,Seed,,2012-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Intana Bioscience GmbH,https://www.crunchbase.com/organization/intana-bioscience-gmbh,"Biotechnology, Life Science, Pharmaceutical","Planegg, Bayern, Germany","Lleading experts in customized assay development, screening and target/hit validation using fluorescence cross-correlation spectroscopy",info@intana.de,49 89 89 55 72 80,http://www.intana.de/,For Profit,1,Seed,,2009-07-06,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
"Biocross, S.L.",https://www.crunchbase.com/organization/biocross,"Biotechnology, Therapeutics","Boecillo, Castilla y Leon, Spain","Biocross, S.L., a biotechnology company, develops blood tests for the diagnosis of Alzheimer’s diseases to neurologists.",,+34 983 54 98 96,http://www.biocross.es/,For Profit,1,Seed,,2008-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
ScreenCell,https://www.crunchbase.com/organization/screencell,"Biotechnology, Life Science","Sarcelles, Ile-de-France, France",ScreenCell is a provider of rare cell isolation solutions for medical and research applications.,Contact@screencell.com,+33 (0)1 82 32 31 30,http://www.screencell.com/,,1,Seed,"$3,180,000",2006-07-01,Seed,"$3,180,000","Biotechnology, Science and Engineering",Private
Thar Geothermal,https://www.crunchbase.com/organization/thar-geothermal,"Biotechnology, Solar","Pittsburgh, Pennsylvania, United States","Thar Geothermal, LLC develops and markets heating and cooling solutions that are rooted in nature’s design.",info@tharenergyllc.com,4129677600,http://www.thargeo.com/geothermal/geothermal.htm,,1,Seed,,2011-06-30,Seed,,"Biotechnology, Energy, Natural Resources, Science and Engineering, Sustainability",Private
NanoThea,https://www.crunchbase.com/organization/nanothea,"Biotechnology, Medical Device, Nanotechnology","Warsaw, Mazowieckie, Poland",NanoThea is a group of full of passion scientists and business professionals.,,,http://nanothea.com/,,1,Seed,,2013-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Agrorev,https://www.crunchbase.com/organization/agrorev,"Agriculture, Biotechnology, Farming, Natural Resources, Organic Food, Sustainability","Federal Capital Territory, Nigeria, Africa",Agrorev facilitates sustainable precision agriculture by performing full satellite and biologic soil diagnosis and treatments.,,,https://www.agrorev.com,,1,Seed,,2016-04-06,Seed,,"Agriculture and Farming, Biotechnology, Food and Beverage, Natural Resources, Science and Engineering, Sustainability",Private
BMT BAPS,https://www.crunchbase.com/organization/bmt-baps,"Biotechnology, Sports, Therapeutics","Ankara, Ankara, Turkey","BMT develops bio-absorbable pins and screws in the treatment of traumas and arthroscopies by orthopedists, specialising in sports medicine.",info@bmtbaps.com,(312) 405 80 69,http://www.bmtbaps.com/indexen.html,,1,Seed,,2016-10-18,Seed,,"Biotechnology, Health Care, Science and Engineering, Sports",Private
Osteopathy Quebec,https://www.crunchbase.com/organization/osteopathy-quebec,Biotechnology,"Montréal, Quebec, Canada",Osteopathy Quebec is the result of the merger between the Register of Osteopaths of Quebec and the Quebec Association Of Osteopathic.,info@osteopathiequebec.ca,514-507-4050,http://www.osteopathiequebec.ca/,For Profit,1,Seed,,2014-11-20,Seed,,"Biotechnology, Science and Engineering",Private
NepQD,https://www.crunchbase.com/organization/nepqd,Biotechnology,"Nanjing, Jiangsu, China",Biological product company based in Jiangsu.,,,,,1,Seed,,2018-04-26,Seed,,"Biotechnology, Science and Engineering",Private
Cagen,https://www.crunchbase.com/organization/cagen,Biotechnology,,Cagen is a synthetic biology company.,,,,,1,Seed,,2018-03-07,Seed,,"Biotechnology, Science and Engineering",Private
EspeRare,https://www.crunchbase.com/organization/esperare,"Biotechnology, Life Science, Non Profit, Pharmaceutical","Plan-les-ouates, Geneve, Switzerland",Advancing treatments for rare diseases Together,,,http://esperare.org,For Profit,1,Seed,,2014-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
NanoSanguis,https://www.crunchbase.com/organization/nanosanguis,Biotechnology,"Warsaw, Mazowieckie, Poland",NanoSanguis is a company founded to bring to the market first safe and effective red blood cell substitute.,,,http://nanosanguis.com/,For Profit,1,Seed,,2016-01-01,Seed,,"Biotechnology, Science and Engineering",Private
HAPILA GmbH,https://www.crunchbase.com/organization/hapila-gmbh,"Biotechnology, Chemical, Pharmaceutical","Gera, Thuringen, Germany",Start-up aus Gera bietet hocheffizientes Verfahren zur Aufreinigung pharmazeutischer Wirkstoffe,,49 365 20 58 69 10,http://www.hapila.de/home.html,,1,Seed,,2008-09-23,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Agencourt Bioscience,https://www.crunchbase.com/organization/agencourt-bioscience,"Biotechnology, Genetics","Beverly, Massachusetts, United States",Agencourt Bioscience Corporation provides nucleic acid purification products and genomic services for life science research in the United,,0354437361,,,1,M&A,,1998-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Genz Biotech,https://www.crunchbase.com/organization/genz-biotech,"Biotechnology, Health Care, Medical","Istanbul, Istanbul, Turkey",Genz Biotech is an AR-GE company founded in biotechnology that serves the health of the community.,,info@genzbiotech.com,http://genzbiotech.com/,,1,Seed,,2016-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Insectigen,https://www.crunchbase.com/organization/insectigen,"Biotechnology, Chemical, Manufacturing","Athens, Georgia, United States",InsectiGen is a biotechnology company.,,,,For Profit,1,Seed,"$1,160,000",2005-11-29,Seed,"$1,160,000","Biotechnology, Manufacturing, Science and Engineering",Private
t-cell Europe GmbH,https://www.crunchbase.com/organization/t-cell-europe-gmbh-2,"Biotechnology, Medical, Therapeutics","Kleinmachnow, Brandenburg, Germany",t-cell Europe is a medical company that develops T-cell-based therapies based on IP-protected platform technology.,,49 33203 1825 75,http://www.t-cell.de/index.php?id=2,,1,Seed,,2012-05-15,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Zenda Technologies,https://www.crunchbase.com/organization/zenda-technologies,"Biotechnology, Health Care, Medical Device","Roswell, Georgia, United States",Zenda Technologies develops solutions that allow primary care physicians to conduct cognitive health assessments.,lcatchpole@zendatech.com,404-492-9226,http://www.zendatech.com,,1,Seed,"$3,000,000",2008-01-01,Seed,"$3,000,000","Biotechnology, Health Care, Science and Engineering",Private
Fluicell AB,https://www.crunchbase.com/organization/fluicell-ab,"Biotechnology, Health Care, Pharmaceutical","Gothenburg, Vastra Gotaland, Sweden",Fluicell AB is one of the manufacturers of fluid platforms for multifunctional pipettes.,info@fluicell.com,+46-762-08-33-54,,,1,Seed,,2013-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Solvanix,https://www.crunchbase.com/organization/solvanix,"Biotechnology, Health Care, Pharmaceutical","Darlinghurst, New South Wales, Australia",Solvanix is a biotechnology company that improves stability and reducing the aggregation of fully human antibodies.,enquiries@solvanix.com,(206)938-5850,https://www.solvanix.com,For Profit,1,Seed,,2015-01-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
TPCera,https://www.crunchbase.com/organization/tpcera,Biotechnology,,TPCera is developing a breakthrough new immunomodulatory compound.,,,,,1,Seed,,2016-04-20,Seed,,"Biotechnology, Science and Engineering",Private
Imiplex,https://www.crunchbase.com/organization/imiplex,Biotechnology,"Malvern, Pennsylvania, United States","Developing a flexible system for constructing diverse nanostructures, with an initial focus on diagnostic applications.",,,http://imiplex.com/,For Profit,1,Seed,,2012-05-03,Seed,,"Biotechnology, Science and Engineering",Private
BIOUNIVERSA srl,https://www.crunchbase.com/organization/biouniversa-srl,"Biotechnology, Health Care","Fisciano, Campania, Italy",Biouniversa is an academic spin-off of Campania operating in the biotechnology sector. ,,+39 089 968171 ,http://www.biouniversa.com/,For Profit,1,Seed,,2010-11-01,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
DiaKine Therapeutics,https://www.crunchbase.com/organization/diakine-therapeutics-2,"Biopharma, Biotechnology, Pharmaceutical, Therapeutics","Norfolk, Virginia, United States",DiaKine Therapeutics is a development stage company commercializing novel immune modulators for the treatment of diabetes.,,(434)981-4777,,For Profit,1,M&A,,2008-09-03,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
TPM Medical Systems,https://www.crunchbase.com/organization/tpm-medical-systems,Biotechnology,"Israel, Asia",TPM Medical Systems is developing a new system & device for treatment of articular chronic pain.,,,,,1,Seed,,2014-03-04,Seed,,"Biotechnology, Science and Engineering",Private
Genochem ,https://www.crunchbase.com/organization/genochem,"Biotechnology, Life Science","Châteauneuf-grasse, Provence-Alpes-Cote d'Azur, France",Genochem is  a preclinical and early clinical drug discovery company.,,+33 4 83 59 80 34,http://www.genochem.com/,,1,Seed,,2013-01-01,Seed,,"Biotechnology, Science and Engineering",Private
Ademtech ,https://www.crunchbase.com/organization/ademtech,"Biotechnology, Life Science, Manufacturing, Medical Device","Pessac, Aquitaine, France",Ademtech is develops and manufactures superparamagnetic nanoparticles for in vitro diagnostic and life sciences applications.,,+33 5 57 02 02 01,https://www.ademtech.com/,,1,Seed,,2001-01-01,Seed,,"Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
