Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Momenta Pharmaceuticals,https://www.crunchbase.com/organization/momenta-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Cambridge, Massachusetts, United States","Momenta Pharmaceuticals, Inc. is a biotechnology company specializing in the characterization and process engineering of complex molecules.",info@momentapharma.com,(617)621-0431,http://www.momentapharma.com,For Profit,2,IPO,"$20,500,000",2004-03-02,Series C,"$39,500,000","Biotechnology, Health Care, Science and Engineering",Public
Solos Endoscopy,https://www.crunchbase.com/organization/solos-endoscopy,"Biotechnology, Health Care, Pharmaceutical","Boston, Massachusetts, United States","Solos Endoscopy, Inc., a healthcare technology company, develops and markets technology, applications, medical devices, and procedural",,800-388-6445,http://www.solosendoscopy.com,For Profit,2,IPO,,2017-06-09,Post-IPO Equity,"$88,000","Biotechnology, Health Care, Science and Engineering",Public
Vivakor,https://www.crunchbase.com/organization/vivakor,"Biotechnology, Medical Device, Pharmaceutical","Irvine, California, United States","Vivakor, a biomedical company, focuses on the R&D of a range of medical devices and pharmaceuticals to improve human health.",info@vivakor.com,(949) 281-2606,http://vivakor.com,,2,IPO,"$2,062,875",2014-02-12,Venture - Series Unknown,"$2,739,875","Biotechnology, Health Care, Science and Engineering",Public
Codexis,https://www.crunchbase.com/organization/codexis,"Biotechnology, Chemical, Sustainability","Redwood City, California, United States",Codexis is a biosciences company applying synthetic chemistry technologies to create improved versions of small molecule therapeutics.,Sales-Pharma@codexis.com,650-421-8100,http://www.codexis.com,,1,IPO,"$37,000,000",2006-08-14,Series D,"$37,000,000","Biotechnology, Science and Engineering, Sustainability",Public
"West Pharmaceutical Services, Inc",https://www.crunchbase.com/organization/west-pharmaceutical-services-inc,"Biotechnology, Health Care, Pharmaceutical","Exton, Pennsylvania, United States","West Pharmaceutical Services, our mission is to develop and apply proprietary technologies that improve the safety and effectiveness.",westpharmaceuticalservices@westpharma.com,610-594-2900,http://www.westpharma.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Progressive Care,https://www.crunchbase.com/organization/progressive-care,"Biotechnology, Health Care, Pharmaceutical","Miami, Florida, United States","Progressive Care provides prescription pharmaceuticals specializing in anti-retroviral patient management, long-term care, and DME.",Info@progressivecareus.com,786-657-2060,http://progressivecareus.com,,1,IPO,"$150,000",2011-12-12,Venture - Series Unknown,"$150,000","Biotechnology, Health Care, Science and Engineering",Public
Endo Pharmaceuticals Inc,https://www.crunchbase.com/organization/endo-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Malvern, Pennsylvania, United States",Endo International plc is a global specialty pharmaceutical company focused on improving patients’ lives while creating value.,,(484)216-0000,http://www.endo.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Symrise,https://www.crunchbase.com/organization/symrise,"Biotechnology, Chemical","Holzminden, Niedersachsen, Germany","Symrise is a global supplier of fragrances, flavorings, cosmetic active ingredients, raw materials and functional ingredients.",info@symrise.com,(490)553-1900,https://www.symrise.com,For Profit,,IPO,,,,,"Biotechnology, Science and Engineering",Public
Groupe Athena,https://www.crunchbase.com/organization/groupe-athena,"Biotechnology, Medical, Pharmaceutical","Mumbai, Maharashtra, India",Groupe Athena helps companies exporting pharmaceutical and medical products obtain FDA approval.,info@groupeathena.com,877 647 6876,http://groupeathena.com,,1,IPO,"$2,355,000",2010-03-03,Venture - Series Unknown,"$2,355,000","Biotechnology, Health Care, Science and Engineering",Public
Myovant Sciences,https://www.crunchbase.com/organization/myovant-sciences,Biotechnology,"London, England, United Kingdom",Myovant Sciences is to deliver innovative women's health and prostate cancer solutions by efficiently advancing new medicines to market.,,,http://myovant.com/,For Profit,,IPO,,,,,"Biotechnology, Science and Engineering",Public
Kane Biotech,https://www.crunchbase.com/organization/kane-biotech,"Biotechnology, Health Care, Medical","Winnipeg, Manitoba, Canada",Kane Biotech is a biotechnology company that engages in the research and development of products to prevent and disperse biofilms.,info@kanebiotech.com,2044531314,http://www.kanebiotech.com,,1,IPO,"$42,467",2009-05-03,Venture - Series Unknown,"$42,467","Biotechnology, Health Care, Science and Engineering",Public
Pacira Pharmaceuticals,https://www.crunchbase.com/organization/pacira-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","San Diego, California, United States",Pacira Pharmaceuticals is a specialty pharmaceutical company dedicated to postsurgical innovation.,,973-254-3560,http://www.pacira.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Pharmaust,https://www.crunchbase.com/organization/pharmaust,"Biotechnology, Medical, Pharmaceutical","Claremont, California, United States",PharmAust specialises in the relaunch of existing marketed products for oncology applications making the whole development,info@pharmaust.com,61 8 9386 4787,http://www.pharmaust.com/,For Profit,1,IPO,"$250,000",2016-06-17,Grant,"$250,000","Biotechnology, Health Care, Science and Engineering",Public
Mindray Medical International,https://www.crunchbase.com/organization/mindray-medical-international,"Biotechnology, Health Care, Medical Device","Nanshan, Hunan, China","Mindray Medical International Limited is China's largest medical equipment manufacturer, developing, manufacturing, and marketing.",intl-market@mindray.com,86 755 2658 2888,http://www.mindray.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Basilea Pharmaceutica Ltd,https://www.crunchbase.com/organization/basilea-pharmaceutica-ltd,"Biotechnology, Commercial, Pharmaceutical","Basel, Basel-Stadt, Switzerland",Basilea Pharmaceutica Ltd. is a commercial stage biopharmaceutical company.,info_basilea@basilea.com,41616061112,http://basilea.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Therapix Biosciences,https://www.crunchbase.com/organization/therapix-biosciences,"Biotechnology, Medical","Giv'atayim, Tel Aviv, Israel",Developing innovative cannabinoid-based therapies for treatment of central and peripheral nervous system disorders ,info@therapixbio.com,97236167055,http://therapixbio.com/,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Fusion Antibodies,https://www.crunchbase.com/organization/fusion-antibodies,"Biotechnology, Clinical Trials, Pharmaceutical","Belfast, Belfast, United Kingdom",Fusion Antibodies specializes in producing humanized monoclonal antibodies and antibody engineering projects.,info@fusionantibodies.com,+44 28 9043 2800,http://www.fusionantibodies.com,,2,IPO,,2018-05-30,Grant,"$2,500,000","Biotechnology, Health Care, Science and Engineering",Public
Heilongjiang Weikang Bio-Tech Group,https://www.crunchbase.com/organization/heilongjiang-weikang-bio-tech-group,"Biotechnology, Health Care, Wellness","Harbin, Heilongjiang, China",Heilongjiang Weikang Bio-Tech Group is engaged in the R&D of a variety of advanced health-keeping products.,,086-451-88355520,http://hljweikang.com/english,For Profit,2,IPO,"$2,499,994",2010-12-20,Venture - Series Unknown,"$4,999,994","Biotechnology, Health Care, Science and Engineering",Public
bioMerieux,https://www.crunchbase.com/organization/biomerieux,"Biotechnology, Health Diagnostics, Manufacturing","Marcy-l'etoile, Rhone-Alpes, France","BioMerieux designs, develops, manufactures, and markets in vitro diagnostic systems for clinical and industrial applications.",,9196204275,http://www.biomerieux.com,,,IPO,,,,,"Biotechnology, Health Care, Manufacturing, Science and Engineering",Public
Acorda Therapeutics,https://www.crunchbase.com/organization/acorda-therapeutics,"Biotechnology, Developer Platform, Health Care","Hawthorne, New York, United States","Acorda Therapeutics began in 1995 as a network of scientists, physicians and business people with a common belief.",info@acorda.com,(914) 347-4300,http://www.acorda.com/,For Profit,6,IPO,"$10,000,000",2006-11-29,Post-IPO Equity,"$118,500,000","Biotechnology, Health Care, Science and Engineering, Software",Public
Kiniksa Pharmaceuticals,https://www.crunchbase.com/organization/kiniksa-pharmaceuticals,"Biopharma, Biotechnology","Hamilton, Hamilton, Bermuda",Kiniksa Pharmaceuticals is developing therapies for inflammatory and autoimmune conditions.,info@kiniksa.com,(781) 431-9100,http://www.kiniksa.com/,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
PDL Biopharma,https://www.crunchbase.com/organization/pdl-biopharma,"Biotechnology, Health Care, Medical","Incline Village, Nevada, United States","PDL BioPharma, Inc. engages in intellectual property asset management, and patent portfolio and related assets investment activities.",,775-832-8500,http://pdl.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Evogene,https://www.crunchbase.com/organization/evogene,"Agriculture, Biotechnology, Genetics","Rehovot, HaMerkaz, Israel","Evogene is a world leading developer of improved plant traits, such as yield and drought tolerance, for a wide diversity of key crops",info@evogene.com,+972 8-931-1900,http://www.evogene.com,,,IPO,,,,,"Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",Public
Assembly Biosciences,https://www.crunchbase.com/organization/assembly-biosciences,"Biotechnology, Health Care","Carmel, Indiana, United States","Assembly Biosciences, Inc. is a public biotechnology company and provider of oral biologic therapeutics.",investors@assemblybio.com,+1 646-706-5208,http://www.assemblybio.com/,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Mitsubishi Tanabe Pharma,https://www.crunchbase.com/organization/mitsubishi-tanabe-pharma,"Biotechnology, Pharmaceutical","Osaka, Osaka, Japan",Mitsubishi Tanabe Pharma is pharmaceutical company.,,+81662055085,http://www.mt-pharma.co.jp/,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
CELLINK,https://www.crunchbase.com/organization/cellink-2,"Biotechnology, Life Science, Medical","Cambridge, Massachusetts, United States",Cellink is a newly optimized bench-top bioprinter for the ultimate bioprinting of human tissues.,info@cellink.com,650 515 5566,http://cellink.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
The Medicines Company,https://www.crunchbase.com/organization/the-medicines-company,"Biotechnology, Health Care, Pharmaceutical","Parsippany, New Jersey, United States","The Medicines Company is focused on advancing the treatment of critical care patients through the delivery of innovative, cost-effective",krishna.gorti@themedco.com,(973) 290-6000,http://www.themedicinescompany.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Summit Therapeutics,https://www.crunchbase.com/organization/summit-therapeutics,"Biotechnology, Medical Device, Therapeutics","Abingdon, Oxfordshire, United Kingdom",Summit Therapeutics is a clinical-stage drug discovery and development company.,info@summitplc.com,+44 (0)1235 443 939,http://www.summitplc.com/,For Profit,1,IPO,"$11,644,000",2014-03-04,Post-IPO Equity,"$11,644,000","Biotechnology, Health Care, Science and Engineering",Public
Mettler Toledo,https://www.crunchbase.com/organization/mettler-toledo,"Biotechnology, Management Information Systems, Manufacturing","Columbus, Ohio, United States","Mettler Toledo is a manufacturer of industrial equipment like scales, X-ray machines, instruments and laboratory items.",,614-438-4511,http://www.mt.com,For Profit,,IPO,,,,,"Biotechnology, Information Technology, Manufacturing, Science and Engineering",Public
GenScript,https://www.crunchbase.com/organization/genscript,"Biotechnology, Genetics","Piscataway, New Jersey, United States","GenScript USA, Inc. is a leading contract research organization (CRO) specialized in biological research and drug discovery/development",facebook@genscript.com,732-885-9188,http://www.genscript.com,,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Progenics Pharmaceuticals,https://www.crunchbase.com/organization/progenics-pharmaceuticals-inc,Biotechnology,"Tarrytown, New York, United States",Progenics Pharmaceuticals is a biopharmaceutical company focused on developing innovative therapeutics for cancer patients.,info@progenics.com,9147892800,http://www.progenics.com,,,IPO,,,,,"Biotechnology, Science and Engineering",Public
BioTelemetry,https://www.crunchbase.com/organization/biotelemetry,Biotechnology,"Malvern, Pennsylvania, United States","At BioTelemetry, we fuel the advancement of mobile health services by providing leading technology and services.",,(888)312-2328,https://www.gobio.com,For Profit,,IPO,,,,,"Biotechnology, Science and Engineering",Public
