Organization Name,Organization Name URL,Categories,Category Groups,Description,Website,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,IPO Status
ChemoCentryx,https://www.crunchbase.com/organization/chemocentryx,"Biotechnology, Health Care, Medical Device","Biotechnology, Health Care, Science and Engineering",ChemoCentryx develops orally-administered small molecule therapeutics that target chemokine receptors and related chemo-attractants.,http://www.chemocentryx.com,5,IPO,"$50,000,000 ",10/1/08,Series E,"$144,540,000 ",Public
C4X Discovery,https://www.crunchbase.com/organization/c4x-discovery,"Biotechnology, Life Science, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",C4X Discovery brings a new dimension to drug discovery. Using its unique NMR-based technique to determine 3D molecular.,http://www.c4xdiscovery.com,2,IPO,"£5,000,000",9/6/16,Venture - Series Unknown,"£5,000,000",Public
Adocia,https://www.crunchbase.com/organization/adocia,"Alternative Medicine, Biotechnology, Therapeutics","Biotechnology, Health Care, Science and Engineering",Adocia is a biotechnology company specializing in tissue regeneration and developing medicines with already-approved therapeutic proteins.,http://www.adocia.com,2,IPO,"€14,000,000",1/27/10,Series B,"€26,000,000",Public
Signpath Pharma,https://www.crunchbase.com/organization/signpath-pharma,"Biotechnology, Pharmaceutical, Therapeutics","Biotechnology, Health Care, Science and Engineering",Signpath Pharma is a biotechnology company developing therapeutics using curcuminoids extracted from the root of the Curcuma longa plant.,http://signpathpharma.com,3,IPO,"$2,359,076 ",1/27/16,Venture - Series Unknown,"$7,294,576 ",Public
Cleveland BioLabs,https://www.crunchbase.com/organization/cleveland-biolabs,"Biotechnology, Health Care, Medical","Biotechnology, Health Care, Science and Engineering",Cleveland BioLabs is focused on oncology and orphan drug development.,http://www.cbiolabs.com,7,IPO,"$25,000,000 ",7/16/15,Post-IPO Equity,"$66,426,557 ",Public
AEOLUS PHARMACEUTICALS,https://www.crunchbase.com/organization/aeolus-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering","Aeolus Pharmaceuticals develops lead compound, AEOL-10150, as a treatment for the pulmonary and delayed effects of acute radiation exposure.",http://www.aolsrx.com,7,IPO,"$6,750,000 ",12/14/15,Post-IPO Equity,"$18,505,550 ",Public
Helix BioPharma,https://www.crunchbase.com/organization/helix-biopharma,"Biotechnology, Health Care, Medical Device","Biotechnology, Health Care, Science and Engineering",Helix Biopharma Corp is a Biotechnology company.,http://www.helixbiopharma.com/,2,IPO,"CA$1,800,000",7/30/16,Post-IPO Equity,"CA$6,500,000",Public
Inspire Medical Systems,https://www.crunchbase.com/organization/inspire-medical-systems,"Biotechnology, Health Care, Medical Device, Therapeutics","Biotechnology, Health Care, Science and Engineering",Inspire Medical Systems develops implantable therapeutic devices for the treatment of obstructive sleep apnea.,http://www.inspiresleep.com,5,IPO,"$38,000,000 ",11/18/16,Series F,"$111,000,000 ",Public
Pressure BioSciences,https://www.crunchbase.com/organization/pressure-biosciences,"Biotechnology, Health Diagnostics, Marketing","Biotechnology, Health Care, Sales and Marketing, Science and Engineering","Pressure bioscience is focused on developing, marketing and selling proprietary laboratory instrumentation and associated consumables.",http://www.pressurebiosciences.com,10,IPO,"$5,010,000 ",1/26/16,Post-IPO Equity,"$15,638,756 ",Public
"GreenPeptide Co.,Ltd.",https://www.crunchbase.com/organization/greenpeptide-co--ltd-,"Biotechnology, Health Care, Medical","Biotechnology, Health Care, Science and Engineering",GreenPeptide is a stage biopharmaceutical company focused on developing novel cancer immunotherapies.,http://www.green-peptide.com/index.php,1,IPO,"¥1,200,000,000",8/29/14,Venture - Series Unknown,"¥1,200,000,000",Public
Innovus Pharma,https://www.crunchbase.com/organization/innovus-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering","INNOVUS PHARMACEUTICALS develops healthcare products for dermatology, autoimmune, respiratory and sexual dysfunction diseases.",http://innovuspharma.com,3,IPO,"$1,072,300 ",2/25/14,Venture - Series Unknown,"$1,596,968 ",Public
Roche,https://www.crunchbase.com/organization/roche,"Biotechnology, Health Diagnostics, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",Roche was one of the first companies to bring targeted treatments to patients.,http://www.roche.com,1,IPO,"$2,790,000,000 ",5/8/01,Post-IPO Equity,"$2,790,000,000 ",Public
Collagen Solutions,https://www.crunchbase.com/organization/collagen-solutions,Biotechnology,"Biotechnology, Science and Engineering","Collagen Solutions Plc is a global provider of medical grade collagen formulations and components for use in regenerative medicine,",http://collagensolutions.com,2,IPO,"£12,000,000",2/14/17,Post-IPO Equity,"£18,000,000",Public
Arch Therapeutics,https://www.crunchbase.com/organization/arch-therapeutics,"Biotechnology, Health Care, Medical Device","Biotechnology, Health Care, Science and Engineering",Arch Therapeutics is a medical device company offering an innovative therapeutic approach to stasis and barrier applications.,http://archtherapeutics.com,6,IPO,"$3,400,000 ",5/31/16,Post-IPO Equity,"$10,445,397 ",Public
Radient Technologies,https://www.crunchbase.com/organization/radient-technologies,"Biomass Energy, Biotechnology, Pharmaceutical","Biotechnology, Energy, Health Care, Natural Resources, Science and Engineering, Sustainability","Radient Technologies engages in the extraction, purification and isolation of naturally-derived compounds and ingredients.",http://radientinc.com,8,IPO,"$200,000 ",7/20/16,Post-IPO Equity,"$5,161,853 ",Public
ADMA Biologics,https://www.crunchbase.com/organization/adma-biologics,"Biotechnology, Health Care, Medical","Biotechnology, Health Care, Science and Engineering",ADMA Biologics develops plasma-based biologics for the treatment and prevention of certain infectious diseases.,http://admabiologics.com,3,IPO,"$5,000,000 ",12/15/14,Post-IPO Debt,"$20,000,000 ",Public
Fennec Pharma,https://www.crunchbase.com/organization/fennec-pharma,"Biotechnology, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",Fennec Pharmaceuticals is a biotechnology company developing sodium thiosulfate.,http://fennecpharma.com,2,IPO,"$7,600,000 ",6/8/17,Post-IPO Equity,"$9,800,000 ",Public
Ecolab,https://www.crunchbase.com/organization/ecolab,Biotechnology,"Biotechnology, Science and Engineering","Ecolab is a global leader in water, hygiene, and energy technologies and services that provide clean water, safe food, and abundant energy.",http://www.ecolab.com,,IPO,,,,,Public
Stem Cell Therapeutics,https://www.crunchbase.com/organization/stem-cell-therapeutics,"Biopharma, Biotechnology, Therapeutics","Biotechnology, Health Care, Science and Engineering",Stem Cell Therapeutics is a biopharmaceutical development company engaged in cancer stem cell discoveries to be used for cancer therapies.,http://stemcellthera.com,1,IPO,"$33,000,000 ",12/16/13,Venture - Series Unknown,"$33,000,000 ",Public
Apricus Biosciences,https://www.crunchbase.com/organization/apricus-biosciences,"Biotechnology, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering","Apricus Bio (Nasdaq:APRI) is a pharmaceutical company that has an approved product, Vitaros®, for the treatment of ED.",http://apricusbio.com,2,IPO,"$10,000,000 ",3/4/16,Post-IPO Equity,"$12,300,000 ",Public
"RenovaCare, Inc.",https://www.crunchbase.com/organization/renovacare-inc,"Biotechnology, Medical Device","Biotechnology, Health Care, Science and Engineering","RenovaCare, Inc. is a biotechnology company focused on developing first-of-their-kind autologous (self-donated) stem cell therapies.",http://renovacareinc.com/,1,IPO,"$2,300,000 ",10/20/17,Post-IPO Equity,"$2,300,000 ",Public
Enumeral Biomedical,https://www.crunchbase.com/organization/enumeral-biomedical,"Biotechnology, Nanotechnology, Therapeutics","Biotechnology, Health Care, Science and Engineering","Enumeral Biomedical uses a nanotechnology-enabled process for therapeutic discovery, immune profiling and personalized medicine.",http://enumeral.com,7,IPO,"$3,038,256 ",8/3/16,Post-IPO Debt,"$32,979,959 ",Public
Cocrystal Pharma,https://www.crunchbase.com/organization/cocrystal-pharma,Biotechnology,"Biotechnology, Science and Engineering",Cocrystal (OTCQB:COCP) is a pharmaceutical company.,http://www.cocrystalpharma.com,2,IPO,"$3,000,000 ",5/2/17,Post-IPO Equity,"$8,004,370 ",Public
Santhera Pharmaceuticals,https://www.crunchbase.com/organization/santhera-pharmaceuticals-holding,"Biotechnology, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",Santhera Pharmaceuticals develops and markets pharmaceutical products for the treatment of mitochondrial and neuromuscular diseases.,http://santhera.com,3,IPO,"CHF13,400,000",8/15/14,Post-IPO Equity,"$44,573,334 ",Public
Biodel,https://www.crunchbase.com/organization/biodel,"Biotechnology, Developer Platform, Health Care","Biotechnology, Health Care, Science and Engineering, Software",Biodel is a biopharmaceutical company developing and commercializing therapeutics for the treatment of diabetes.,http://www.biodel.com,2,IPO,"$18,500,002 ",6/29/12,Post-IPO Equity,"$48,500,002 ",Public
Renovis Surgical Technologies,https://www.crunchbase.com/organization/renovis-surgical-technologies,"Biotechnology, Hardware","Biotechnology, Hardware, Science and Engineering","Renovis Surgical Technologies develops, manufactures, and sells orthopedic medical implants to surgeons and hospitals.",http://www.renovis-surgical.com,3,IPO,"$2,000,000 ",5/14/14,Venture - Series Unknown,"$6,195,600 ",Public
GT Biopharma,https://www.crunchbase.com/organization/gt-biopharma,"Biotechnology, Health Care, Medical","Biotechnology, Health Care, Science and Engineering",GT Biopharma specializes in the research and development of therapeutic products used primarily for the treatment of cancer.,https://www.gtbiopharma.com/,4,IPO,"$7,100,000 ",1/23/18,Post-IPO Debt,"$11,074,999 ",Public
Biophytis,https://www.crunchbase.com/organization/biophytis,"Biotechnology, Nutraceutical","Biotechnology, Health Care, Science and Engineering",Biophytis is a research company that focuses on the fields of metabolic and age-related diseases.,http://www.biophytis.com,3,IPO,"€10,400,000",10/11/17,Post-IPO Equity,"$14,939,072 ",Public
Tonix Pharmaceuticals Holding,https://www.crunchbase.com/organization/tonix-pharmaceuticals-holding,"Biotechnology, Medical, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",Tonix Pharmaceuticals Holding develops pharmaceutical products for central nervous system disorders.,http://www.tonixpharma.com,4,IPO,"$8,000,000 ",3/4/17,Post-IPO Equity,"$15,535,000 ",Public
GeneNews,https://www.crunchbase.com/organization/genenews,"Biotechnology, Health Care, Health Diagnostics","Biotechnology, Health Care, Science and Engineering",GeneNews is a molecular diagnostics company developing and commercializing blood-based diagnostic tests for early disease detection.,http://www.genenews.com,8,IPO,"$245,558 ",7/31/17,Post-IPO Equity,"$20,520,003 ",Public
Immunovaccine,https://www.crunchbase.com/organization/immunovaccine,"Biotechnology, Health Diagnostics, Therapeutics","Biotechnology, Health Care, Science and Engineering","Immunovaccine applies its novel platform to the development of vaccines for cancer therapy, infectious diseases, and animal health.",http://imvaccine.com,3,IPO,"$8,000,000 ",6/1/16,Venture - Series Unknown,"$23,400,000 ",Public
Axsome Therapeutics,https://www.crunchbase.com/organization/axsome-therapeutics,"Biopharma, Biotechnology, Therapeutics","Biotechnology, Health Care, Science and Engineering",Axsome Therapeutics develops and commercializes therapies for the management and treatment of pain and other neurological disorders.,http://axsome.com,4,IPO,"$2,460,000 ",5/19/15,Venture - Series Unknown,"$6,985,000 ",Public
D Pharm LTD.,https://www.crunchbase.com/organization/d-pharm-ltd,"Biopharma, Biotechnology, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",D-Pharm is a drug-development company.,http://www.dpharm.com/,2,IPO,"$3,200,000 ",1/22/15,Venture - Series Unknown,"$33,200,000 ",Public
VOLITIONRX,https://www.crunchbase.com/organization/volitionrx,"Biotechnology, Health Diagnostics","Biotechnology, Health Care, Science and Engineering","Volition is a multi-national life sciences company developing simple, easy to use blood-based cancer tests to accurately diagnose a range of",http://www.volitionrx.com,2,IPO,"$1,000,000 ",10/14/14,Post-IPO Equity,"$4,000,000 ",Public
Diurnal Group PLC,https://www.crunchbase.com/organization/diurnal,"Biotechnology, Pharmaceutical, Therapeutics","Biotechnology, Health Care, Science and Engineering",Diurnal Group PLC is an innovative pharmaceutical company creating high-value therapeutic drugs for use in the endocrine (hormone) area.,http://www.diurnal.co.uk,5,IPO,"$44,600,000 ",1/6/16,Post-IPO Equity,"$56,595,924 ",Public
MetaStat,https://www.crunchbase.com/organization/metastat,"Biotechnology, Health Care, Therapeutics","Biotechnology, Health Care, Science and Engineering",MetaStat develops diagnostic technologies and therapeutics for the early detection and treatment of systemic metastasis.,http://metastat.com,10,IPO,"$7,000,000 ",6/27/17,Post-IPO Equity,"$24,397,427 ",Public
NeoStem,https://www.crunchbase.com/organization/neostem,"Biotechnology, Manufacturing, Pharmaceutical","Biotechnology, Health Care, Manufacturing, Science and Engineering","NeoStem is a biopharmaceutical company developing cellular therapies for the oncology, immunology, and regenerative medicine sectors.",http://www.neostem.com,2,IPO,"$38,000,000 ",5/5/14,Post-IPO Equity,"$49,000,000 ",Public
